address,balance
0xe73a198e7c07c418d7dcfd42f5e953074abbd125,2513.7335549048844
0xf592ee0e3a20ddd65882e0fe6bfbb4b465a98ae4,2274.457354298718
0xa444987a5d2c45150399c5cec0c8bf719a6dea3e,2214.2032801724968
0x2ce202ad36adb3b7515d2e6ec1395f55298dc230,2087.2135492329767
0xa81fa36c51c95b52431038352d3d452c5de5e6e8,2086.255002037796
0x2920620b47d51170319a531a2d6d5810610e8c2a,2028.2099784835416
0xcbc473f08a515cd8e612f63a254278879f1ed315,2000.0
0x05d9eea07cf58f6ed205e4b5ca59a1c98114c459,1998.4982290809849
0xdee4fbf0b62febe20000826eaeb939e2cc7876b4,1981.7014982799296
0x77d40c87d423efb7ec576e80998a48377adf86df,1918.6831690439287
0xb1a549920b38b2f7c80443b49b5a75db3a4cd5f5,1884.8527059927087
0x864f2c20f55d7b6e80e65332c372c855a67be451,1844.571797691994
0x7e75c3fbe3aa9007d9e93eb948e02329b8b35dfe,1800.0
0xbbd107d7717f9d8556aa0abd444bc8ae6e288956,1789.9533800000002
0xae9a1bbd8a53e6bd845d1b493cd174e6b0531eb8,1778.925120508348
0xdc0046b52e2e38aee2271b6171ebb65ccd337518,1777.34
0x99d5ce23335bffc8289f67eb2723270776f2785e,1771.6133
0x703fbd74399f71103604e3c7ea9f54cbb43f718a,1755.8675019999998
0xb3e43abf014cb2d8cf8dc3d8c2e62157e6093343,1754.1609290928434
0x39c00e3584a2176f55bb31bdc3450889927f5016,1636.4159016676597
0xa70c50a58473b12e8da58f1471d48c1ad8b3415a,1633.6198279860057
0x5ad3b55625553cef54d7561cd256658537d54aad,1575.0
0x0f46540678c7e6d2ef983b382cc07fa815ab148c,1526.260043239338
0x874b3e815b02d3dcd5008fdee96127c16292ba1f,1476.2308159373151
0x02317bb3f16ce21e9239c217b21bd18aa24ab0d3,1475.5642328532947
0xc7bf5da444c923aaa80d77d288e86f3246dd4170,1473.2131689142125
0xa1f01e5cc9562ed061b0e3dddd3e82ef69a1cebd,1431.273
0x3b0459c53fd6fc216fea8817512990c886310386,1410.1543793854075
0x18190831552ec91237d68ff94fe9124ccbac4163,1405.0
0xeee2e0166e342e0b56fe9d5b76ce2c8eadd935b4,1381.2799711719042
0xac446dd360716acef4e930612dcb1f652a98d750,1374.6777969023258
0x6d3b98452c8f2dffa0487ce6c66ca3cc3ab01308,1294.9612395874444
0x9d5a0ec9dcab69075e4ff40b46813f6d952bbd65,1257.993596063645
0x706e714e63eabaa8602c209ecc92943655e0c7b8,1249.230518934167
0x81e80b838e04644a93e4f3c701038889d3a1b95e,1183.0
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,1171.9276365282517
0x9959dda625ba12809849f9b0f44e660c0f136733,1128.5060462094286
0x1e975f53956d644868f3ea25690b1bbeda658565,1126.2969783456804
0xefa21088f3830cd7d9f526ea268f7aaba34f785f,1103.759144006936
0x2915f137dab849f0b27aaab4d0dbd67aaee3c5f0,1075.0
0x182312c44a219fd492f3ae177d11120a3ccd2ef3,1039.2947198901295
0xa8221b722b624651d48ebc881c4b6e9f17f4d03e,1036.1355251037314
0x6636a1ccbdf54485067304c1a590de016dead9f0,1015.421455934557
0x204323a83506ca93ef23731894b450071541e9df,1000.0
0x5b93ff82faaf241c15997ea3975419dddd8362c5,1000.0
0xc5c4f3145b252407e25cfc92da0fb0bce2bc3310,1000.0
0x37341cbb14c5f128a70b149726ad8b2ce6f4c793,1000.0
0xb22981ba3fe1de2325935c91a3b717168fb86714,1000.0
0xb08f95dbc639621dbaf48a472ae8fce0f6f56a6e,1000.0
0xe95a7326b06a97bf30e348e4840c1b8de4dbedf8,999.5129872645568
0x4ae70efbc57df5f16fc5fa2ccf016887e6312afb,999.0
0x6576dcd9f751c99adb07411b22ddda0be7ffe420,996.09
0x6466386897a82cb8c96c8680631da7489f154004,936.5318859662176
0x9e476f951dc5af8e4f7fd02c78f0cd765a25c8c0,925.5848169604584
0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,916.2132741823456
0x1dc96f305645b5ac12dda5151eb6704677c7db12,899.0
0x0363f3c31076a64b85ceb69a28f958a7c1181cee,882.5
0xed8db37778804a913670d9367aaf4f043aad938b,879.2033494901436
0xfa2ba43521c72cc5594d725373b0c03fa3661922,848.6801
0x14d92832265eeafdef9e526356fefc90105966c3,832.9591914857209
0x9f6b969ee3f9c2b0a528b3029049e34bbd4bdb49,822.5243663886637
0xe50ceff4ecde1a76afc5153a99e5c7f84d1d25c8,808.3884011542686
0xf32b6e90a3ff5bee0dad681bd488cf9a023d090d,797.9761679264468
0xf2283b9c60bdbaf9b0c41b2f52907af7362a3302,762.2766798172754
0xd06a907b7baaef9958fedc765f2c1d66c7cb4212,717.9825810388261
0xb00784c401d42f03ccbe1e85b9f2a4ae056c7251,717.76
0x88b353202e61fffef56bbfbc2748839e7c707e9f,702.2827661623534
0x29a31e68a5c3b052ac04a663f1e60a2cf184ff53,700.0
0x63a32f1595a68e811496d820680b74a5cca303c5,698.3704707707338
0x79de94216395eafe072b8b50216b5648edb3f609,697.124896262426
0x7710e7e881333fd3396ca5966bed6e72746b612d,694.0504094416951
0xc7b2f15b62f186dcc69f35cd9ae833f6de6146ab,692.8926614467612
0x4194ce73ac3fbbece8ffa878c2b5a8c90333e724,684.3300281947943
0x8a79889c80e0e0ae07151acdc4537ffbace553f1,683.1733918085267
0xd70a0999e4afcd794ae01dd7194f34d60e5e21f4,668.7871032188704
0x8b580433568e521ad351b92b98150c0c65ce69b7,668.7869965195816
0x177a68f3c836a2a37a3c594cd16004d7b9589476,651.8680029098537
0xdcdf8164aaf9345e48e747e95b07d2782d09cb40,642.72
0x80fe61720fe2bb8b54b028f037189de0b13aa50b,632.977600619008
0x489add7680605f6fc4806595cd75e65d7f1675eb,632.3172819940535
0x9de0c4bcc1fb8faab56aa04c2e18fb3d8b694bbb,631.0605591717026
0x63960487872023231e4c3fbde536c34e2c93de55,620.300489763406
0xfe6b3daf5db93c8203316956844b3ae23521a722,615.8891556270057
0xe23e317463fac259700d95572ee3417ccbb3cb8c,615.8257283326823
0x343ef442add9bd565d51b606f444f9221ad0aeb6,602.0436726671329
0x1375847014ba64517210cbfe185808232cf45d4a,601.5084105842523
0x56e9cbe44e612aad90737fcd911c4756423c533a,597.6312663171342
0x85f9c38a44efb45cef47cbf510e6e18cddf2a78a,589.2135919649953
0x7d990c17573b9fe410767723080fcb1734ff7d5b,587.0
0x3e7f054563682c42bd4907b88d0dc27557992576,580.558939790939
0x47a5ba5be900fc22ad31bec4c1ff54df8e67cd70,568.4588062689753
0x7e1f8358943580724290277167b86ab4734752fe,544.165965
0xb81e88279f3208001aeda20689d3e5d818758dbf,544.0
0x3eb717f284ea6ef65b9d770694bbc6c7e1b1dd84,540.7082444184596
0x1c1bfc1763c8e88fccce1b57eefc79a461fa4944,529.3952597479029
0x7fcfeb41316c67ca985c652e639367762d5e98da,526.8974755441685
0x0e76602324bd961e3e928b4bd5dc578b9883df11,519.4890044761754
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,514.0937779835028
0x3eed07fc683037565e54408a6800c9c3a6f70c45,513.1809334279953
0xc154eb56388c8ce13492b3b149d451bb1b42ac5b,503.7828
0xf11704511975cc5908f6dbd89be922f5c86c1055,502.8561449244014
0x152ad2e12e102abf64280c5e3d70257effb0ede0,500.0
0x5ac583feb2b1f288c0a51d6cdca2e8c814bfe93b,500.0
0xf9299c8663d195481cd54b6f7e32bb45ad1c9a2b,500.0
0x933fe343746549ac10d471ce4dfa20baab3ede86,499.0
0x16e26789b4052815d450043a637b368bfb3ea63a,482.19754733189023
0x1210ba92eb82cc256213c78f0ef9d5212c7034a9,481.5500243565466
0xa0a1a1736d98c835bd2608abfe242ba7e65d2126,477.8923260849944
0x6432c098bfeda15dd4d0692c46bdb43091a95171,470.88999226644097
0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,469.3832049245019
0x5303d37018b0e7e6f4fe8c706b7001735e5d430a,467.3903497458138
0xd43d2f8c0d8844154583e20fbaa30ed1c1cccdba,466.5447
0x949bba9f1c13f2461835366aebcb53c852dd4308,460.8834782277143
0xc91d300d342ec4ebbc61b3ae75dc5d7245109dd9,454.6072415700244
0xff6cc994776b77f3b309014ddb6ff09584fde195,451.619157624082
0x12a63bd7c98fc55c4402923991685303ca7b75a2,451.37123677688487
0xb19df2bce7c036b69b20180413b58012fa328e58,433.65891429651816
0x5b4df17ca5a3339d722028a585582693742e5b5a,432.5441056458394
0xca4ad39f872e89ef23eabd5716363fc22513e147,432.426
0xf780ee9f9e50248e7f8433a132a4b0b00b3da313,426.708320214696
0xefcdc3a4164846b7e39c4708a7c816f4459f26bf,421.3773596062254
0xadb620ec86eeb3570cc142bbc4b5556886cd259b,411.3863760535856
0x0f5bd2404ebb70410462c22cacb062cd285bfc52,409.66532148903445
0xb24f31bc22338ff0425f2e16c4902a8aa307807d,407.625265504088
0xb46a595c65f62236eb7934b43397e0a05ea33c10,390.5318011864711
0xc7d0fd6dd83955b027f0f038c861d7d031c59785,376.5821907637952
0x41e235560175a75c49c2e11e0e7a452a81c35808,367.8838285729303
0xa6bba3fd4493e614c97e1dfc39fd55759aea4f9a,360.6313244779536
0x0a1751fcf226669952c0baf7361f90bc274dc03a,349.0
0xd3898129d4acb0f8039b1b9d6367b236f1e6100f,348.1346590744088
0x360d28d34f1a35a8d677af02d919a9baef766040,346.0
0x1f83a7b86480e6142a85558ef6999f6091041906,329.37178419805844
0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,324.1444212351647
0x5299c7d2b73b6a96231081dabfd54dfcc84fedeb,313.3062554302815
0x4f58456954b429cf11276b4aaeb1ee91d45daa0e,312.1120169545381
0x66df5a7715c5d4afbbfa52435c66aa20733be0d1,307.21826774838337
0x37ec0203c1cc3cb574c4144d490f770b86e3b557,300.0
0x90299ec59b94398a3a31a795bc585f743d0e5cc9,300.0
0x6fd155b9d52f80e8a73a8a2537268602978486e2,285.7725334242538
0xf9903c5d11e8f4bfebcf02747d53319e9c4a10c6,272.3590899082603
0x19c4e72f327ccc3b47e6749dcc3920dc232c8ddf,267.4832086464676
0xceacc735c67217101abd0ffb46661c42dec366a8,263.54623547660805
0xc0ac93abb5539769edac951d9ebd5bcbfb854b0f,250.6267735451049
0xe0144fa05a0d32b5b1de10ccee7211616b3e3ef0,245.91455745214063
0x83e57888cd55c3ea1cfbf0114c963564d81e318d,244.4790523157072
0x9f2942ff27e40445d3cb2aad90f84c3a03574f26,244.40448480285
0x32cefb2dc869bbfe636f7547cda43f561bf88d5a,239.9681459640134
0xf9c171fb0480fac34289cc5791519fec1d7978c3,238.888499375
0x97d25ce39d27fbafc60c3bf50f2675c0eed71b5c,237.0
0xbcae3f1ab2ac4a82d199720be78c5a32bb144e8b,235.91259810376096
0x1d921dff757610fbdb0073479e12c0a07d382677,225.5893753132134
0x0035cc37599241d007d0aba1fb931c5fa757f7a1,217.316593
0x914c0e63f98a091e74b7c5e78993bb8de735ae74,216.0829505820165
0x68f272fcaae074cb33e68d88a32c325ed0df8379,210.0
0x07dea0c0c2d50ed66cb9d1d110e21f5b9c26184b,208.04436163746345
0xeebc0ff65baeafbd971ff01b0e28aabd379936ad,200.42
0x5c95fed053997f30b7aa69979c208a5d15479f5d,200.0
0xe5f470e376554fb613a43fde223e40a3bb338765,199.05889480703755
0x3e31155a1c17c9f85e74828447aec412090a4622,194.28333827900684
0x317bbc1927be411cd05615d2ffdf8d320c6c4052,189.0901818504548
0x2769e63ebc6cf6e9803ed87aea125eb596a38f95,185.6728758650652
0xbe6f56ed9e10e5f58876f7bdf1c83eedaa721fbc,184.5068438426113
0xc2fb4b3ea53e10c88d193e709a81c4dc7aec902e,184.11184852710468
0x80a8c828673b928db79e47ec1b0cad5a7d71deea,184.0753246211293
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,183.6863846703384
0xe7dc0ecc39160f1535a77b43989fa327936108c5,181.43183900568727
0x52fa3cd7c8926cf515a454658a27d710cf447b2f,180.6882922004752
0xd0ef3a2ae7fb496c0897400f1be46693b6183b0a,180.6045142649824
0x1308d923e02c38492962d75c26e487ffcdce821c,178.4204209998298
0x2982e755b58dbbb1df8240748f8976eb0cd8a3b5,176.09815750526732
0xffc02940b6f297bb3aaca6d790f65c1d28e891f7,174.9758270776424
0x5832834966933bec942bb06a3b55dd1176cbddd2,173.90685116993563
0x6f4a8930ef9c175ec0f3f63a97686d5c505e0e32,170.7461338775618
0x1be3505328880f1f204c664d430a9d2817d9d4cc,170.38792976569815
0x033e64537940e0602e8f27f571d93904c0009486,168.73406000000003
0xca63608615de005339652c0eca93c5836eb0c2bd,166.52179219919188
0x9542225b26ae10b4c47625d75da5123d838b30d8,165.19052427873828
0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,164.89955049646818
0xe42f8e2c4b778fcd572c55e457ed77db4cb20a69,163.39216930215824
0xf0da4128a4ed2ed3ffe5d8618a6e002f338b8e52,159.11684003931077
0x6b6c5652d7cb8fcb470213912381bca77183e641,158.71023435579994
0x05a45e7416c77c822e24e9679af29d1f07589b40,158.21899932947952
0xb1a1225bcf9408f4a8c980f1858734ecb0d537b9,157.50042336259585
0x328713d71ce23228d35263ca760984753d08bb59,156.6678856391663
0xed2ef70e8b1ebf95bdfd7ba692454143b2a8263b,149.69179591266243
0x76efa04a76d4662ee3544ac40bbecbe0cd196ad4,148.0
0x9690a9e92edadd9a4ff64da25eb6ad60791c37ff,146.77714671911383
0x760c7b2403a9ee72e704b35adecf94e3d42a9d4f,145.0
0x1409a9ef3450d5d50aad004f417436e772fbf8fc,144.789832731
0x6897abe0fd62b589260784b21f4ca3f78a0d8017,143.04879513275978
0xb943626070bf44232174769fd1e8a233da7686de,141.00705579417922
0x405bb3cdf23833bb27bad6629b7cd4f01688235f,138.1121231821641
0x14edc14b3886b2c8068bdef3fb8c05bf07a21c2c,138.08934239868725
0xe3181f4596509af72d684d89947df309f41f65ff,127.82400267040622
0xe621a0b2d4f837fa2a4d15059dae91ea8d9aa9ac,126.48628929493368
0x7136fbddd4dffa2369a9283b6e90a040318011ca,122.47485653024744
0x33878e070db7f70d2953fe0278cd32adf8104572,120.8544589760862
0x6844d559655f8fb1b8644624c9e84217137c9788,120.21110867898034
0x457ea659aaabd496550264c6d9d6351666f2fb4b,118.5688604653716
0x8fdc1f4191a1d6b35117e475ccf6ad1fb4485248,116.91482539130126
0xd2bc5cb641ae6f7a880c3dd5aee0450b5210be23,111.27548030550604
0x46d79ec988a2f603477e81ff2c0c7edef3901145,110.67933724290044
0xdf0259238271427c469abc18a2cb3047d5c12466,103.26830709775146
0x3b067af83f540cb827825a6ee5480441a4237e77,102.16338606243008
0xedb892bbd19188cd2def63249d6a657ac6f98935,100.60666108777914
0x9fe5829435eb70d4a3c51f8df130f6aad3475efa,100.50640229626168
0xf386b1f376a776fcfe7a686d04319f4e7177665c,100.21329249091804
0xfb074aba249f6a75eda10996c3efa6d66465b8b3,100.08055712669176
0x47b2c37ffee6e8d71ef9dfbe84ee596571885492,99.99
0x28499c2115299beff0c07fe7574ce7222d891c76,94.58431832712628
0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,91.25867922932515
0x3e95bf6df91a0593333f550b6e1485299dfb86be,86.92072407966567
0xd1a317989c846e42f64128daebd975f857068a8c,86.39852411712694
0x5a227e2919a49f9d4698e9fd2b318efcd0f16bda,86.15910647202313
0xec415d97af1834e5d2a5ceb444d030cd582ab594,82.62815698821457
0x884ff907d5fb8bae239b64aa8ad18ba3f8196038,81.85741640606918
0xc19a8a1e9f2059138a3d11a7335fd215694e088a,81.27589271037792
0xcaff17d5c7c349be300e93cbaf56bc868ef75982,76.06416129052
0x33dcb3ec1918b6913c00954d8f40bfc04a5cfd20,74.0
0x82d41c07c20437d8398a2c5d62a03c64c7235f45,70.76236195951587
0x4d64152d23260f399af956c6a777740cfc263d1c,69.97469939240241
0x62edaac42add454ebf7f228f50ec8093ea446176,68.07731271558882
0xfe96d1ed2a4c9e60e0e3030609af0361a515169e,68.07130455886188
0x82487122c146965ce3cc7f1fa16512f08af8b616,67.99950550647087
0x2cecb3b75bc8dfb22725ff657062c47d6ddd4629,65.3948803769343
0x0a1f2e1a4585bbf5e54a894fffa74133654bfadc,64.69893120322854
0x269ceb186ae90b062cff495465b1eb7fc2fee9fd,64.34805603381842
0xd054c5ebf6ab2302b63c4fb30d78d5a2c5996b58,63.74472129429074
0xcaa271e642bdb4c63ebbabf52b4040b12526e6c9,61.31746163730899
0xa26d6aeb775a9528c012b748ace66e3b0fd574ce,59.53981761
0xe64113140960528f6af928d7ca4f45d192286a7a,54.710522905997735
0x1f9e7984eddb135ab6d6f354e229970bb332dcc4,51.21923929355541
0xde2be7c9c542c55a7a77489a3a7745493988947f,50.48043725292471
0xbc856f539ef84944c75d1e1383e2113b90b00595,50.045115036219954
0x66d9dfddc3ad45d6383d5b9e9354f60bc9d16a8e,50.00000607311824
0x7b5635e98844f6f47619a5582fa3531a0d263c38,50.0
0xa4c1bc63983bcdaf93659b1aa66bbcb8c1a65544,47.56162484998822
0x58c67b6fc7b96f7f83e023e2beb7f641febc6270,45.36825600226609
0x4b7c0da1c299ce824f55a0190efb13663442fa2c,45.13264294768134
0xa3fcc4d905f381c5e9392207bf7918ef01b1ba44,43.96107429893217
0xec3de6e05f3c5a0b8304488be1f114ed0104e10d,41.561712134
0x3e64874d23fe0ba34ad023bc2478bb9da07f460c,40.3385768502346
0x4c8692cc08b14fa8b74b6f313394b8997aad721d,38.873086328868375
0xa7c2981dad6496882f51f338fb811783c477e605,38.238195531893865
0x1745a4549c94cedd7501721d6fd105639541097a,37.36374879
0x7688660055967db4d0b68d4e0cc3a43b2a5f044b,37.36374879
0x721ba19c32051fd8e851a74958c52936516c7fdc,35.2366434392
0x7735f817ac266ec4385e3c38df96082dd632895b,32.889868853398326
0xf1458cd0973528b4b4d7331c163fb52cdb11028c,32.78528617226192
0x4246c2afb5b4061cc5392f77541ecda853b0b10f,32.54644367170936
0x3e0cf03f718520f30300266dcf4db50ba12d3331,31.53428943087488
0x3f20a6fe04b3a4b37bbbbea826ae23be56baed74,31.2356236128
0x792f7327beeecb1638fcdb97d57ed710829465e2,30.64400187280026
0xfe99402763531258875949d449db20157b77ec5c,30.24339394
0x7f3eb18e46bc6350722f981e8750de6d0655509a,28.37965258
0xf48d4780a886900c263e72d475b1d8b0c7e5a987,27.70406246161561
0x88f5b00db5b39070a3a80ffada765b9cf8c2584b,27.046804856655736
0x42fc62b9e79209b74ef9ee746498242a572e174d,25.361441954968097
0xea5f027482561b25ca3e5a5498cbd1e979932774,25.11389785277348
0x5d28fe1e9f895464aab52287d85ebff32b351674,24.822107409703023
0x83ac2bb284930f4a9acfffb7cfb0dc0c92b5ab97,23.297934074756952
0x91bfd8a63e1ae35aaaf44420a169f46dce74d138,22.71128358571456
0xa66e832f8c1c51282a944a899587d4b26902296d,21.415
0x4fb0d2f859925710650d7ffc06c4d6bac2a76b6e,21.273084678815536
0x16204069922fc4242fbbc5c664970c9601015865,20.31954522660177
0x79bdc0ed65704a84483daa611cf6921b67b39da5,19.89
0x128b7e7f0bfa7cda46bb4728a0da88dbaa095026,19.83989144068428
0x7ace0b7a0cfb2980aa25310af5c2602144d58db2,19.12393261739597
0x9d123aa9846fc9404dc7d6bd48f16ac769d64f3a,18.68187444546349
0x82bac30ece2279650724b6b69ccb10cd0865dd70,18.655672737957005
0x9f082e184259d2f7089df5ced36679bb88bfe123,17.952554990321048
0xf8a798764a7c12e031b05c0f4acde7a950ef71a0,17.21203907177773
0x6c3850f04b48817557afab3c79015c3e86d6d0e5,17.001165520937523
0xfab71618c291d0363b5c6a4a5784cb829deb4a38,16.207307952963365
0x970f31ffc1429c75b0bc56c42e92a58198e858cf,15.877161154
0x0dfb07cf6d50cb92bd3bdefffded691189b9344c,14.483427461750598
