address,balance,account,badges
0x36c59fd7b96e19d159b372be897a9951f8e24d6c,1,"{'address': '0x36c59fd7b96e19d159b372be897a9951f8e24d6c', 'names': {'ens': 'upperm.eth'}}","[{'id': 'badges:94160510032686568561526974932740490258217283343614081247454289643637889635520', 'address': '0x36c59fd7b96e19d159b372be897a9951f8e24d6c', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]"
0x3b067af83f540cb827825a6ee5480441a4237e77,6,"{'address': '0x3b067af83f540cb827825a6ee5480441a4237e77', 'names': {'ens': 'conectopia.eth'}}","[{'id': 'badges:103033951627939451628223893281439625970194508911025993276374766594208687910827', 'address': '0x3b067af83f540cb827825a6ee5480441a4237e77', 'specUrn': 'ipfs://bafyreidzxtxvjtnzhljczhzxsoyznksdzgrrf3h6giiuc47ywn4kxpdfja/metadata.json', 'image': 'ipfs://bafybeid2menkdy6lom6losdt7s3u2t3snjikcd63rfcfze4kywhertumwi/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 2 – 2023'}, {'id': 'badges:12020425183339645214729148820969490137483546924594417255085333693801230080430', 'address': '0x3b067af83f540cb827825a6ee5480441a4237e77', 'specUrn': 'ipfs://bafyreigk4tprcxlma64rbhw4ohcxqqpjcqsa5ab2lt4jrvyxsld7paddwu/metadata.json', 'image': 'ipfs://bafybeiaql3qjx6d4gcpm4xwbmk2ytf6lcexhg22yugneyc5twvhmn2wd5u/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 2 – 2023'}, {'id': 'badges:59700874954545188898070239210271709339893853223697172180004959595484997251779', 'address': '0x3b067af83f540cb827825a6ee5480441a4237e77', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x3d6ced303f03c0f5f30164bc4969914a0232a665,1,"{'address': '0x3d6ced303f03c0f5f30164bc4969914a0232a665', 'names': {'ens': ''}}","[{'id': 'badges:98487366357748406290612456394034235392397687720589854546288393311166687603674', 'address': '0x3d6ced303f03c0f5f30164bc4969914a0232a665', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x3e0cf03f718520f30300266dcf4db50ba12d3331,5,"{'address': '0x3e0cf03f718520f30300266dcf4db50ba12d3331', 'names': {'ens': ''}}","[{'id': 'badges:20409502345981431434159631671836665276002319910224051861614934303815540641150', 'address': '0x3e0cf03f718520f30300266dcf4db50ba12d3331', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:22366769194255744449819974276617842175711424535339250433455669631102603184224', 'address': '0x3e0cf03f718520f30300266dcf4db50ba12d3331', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:25704968084866253558685092926024173369140466890364773203841264218229112252241', 'address': '0x3e0cf03f718520f30300266dcf4db50ba12d3331', 'specUrn': 'ipfs://bafyreifdy5xhctluuqkaucb4n223wxa2e7z2gyt642l2ndkjyxdyauebpq/metadata.json', 'image': 'ipfs://bafybeig4ln4ddlk6d4tgn6k734nhmnwc3zxsb37bfejd27m4bp3o4ytmgi/image', 'name': 'TE FUNDAMENTALS – MODULE 4 of 5 – VERSION 1 – 2022 '}]"
0x3e13da66f07b4b51f6496d4c6a7eeda50416692a,5,"{'address': '0x3e13da66f07b4b51f6496d4c6a7eeda50416692a', 'names': {'ens': 'mrboredape.eth'}}","[{'id': 'badges:110027276737064706312193256070889035641235565236636543527057519356915381900249', 'address': '0x3e13da66f07b4b51f6496d4c6a7eeda50416692a', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:62509178981192941449511609393650990986869169152460085390116137742220835629931', 'address': '0x3e13da66f07b4b51f6496d4c6a7eeda50416692a', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:81627586791499021357577640241266256912803391433560813615169085865454976334746', 'address': '0x3e13da66f07b4b51f6496d4c6a7eeda50416692a', 'specUrn': 'ipfs://bafyreifdy5xhctluuqkaucb4n223wxa2e7z2gyt642l2ndkjyxdyauebpq/metadata.json', 'image': 'ipfs://bafybeig4ln4ddlk6d4tgn6k734nhmnwc3zxsb37bfejd27m4bp3o4ytmgi/image', 'name': 'TE FUNDAMENTALS – MODULE 4 of 5 – VERSION 1 – 2022 '}]"
0x3e31155a1c17c9f85e74828447aec412090a4622,5,"{'address': '0x3e31155a1c17c9f85e74828447aec412090a4622', 'names': {'ens': 'lee0007.eth'}}","[{'id': 'badges:1819184785356984151466481283585101088814478323345817722387183365891297667472', 'address': '0x3e31155a1c17c9f85e74828447aec412090a4622', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:43779990316696374791688476112023732955163918055949269393358196322028444516662', 'address': '0x3e31155a1c17c9f85e74828447aec412090a4622', 'specUrn': 'ipfs://bafyreifdy5xhctluuqkaucb4n223wxa2e7z2gyt642l2ndkjyxdyauebpq/metadata.json', 'image': 'ipfs://bafybeig4ln4ddlk6d4tgn6k734nhmnwc3zxsb37bfejd27m4bp3o4ytmgi/image', 'name': 'TE FUNDAMENTALS – MODULE 4 of 5 – VERSION 1 – 2022 '}, {'id': 'badges:47661074452536584457164835723236720523048399282659844131471264782670961872491', 'address': '0x3e31155a1c17c9f85e74828447aec412090a4622', 'specUrn': 'ipfs://bafyreiarf2pfqwfbb6gjimlbzd5loxvdygjai5hs3e3hi2aqrd5kiiu3ja/metadata.json', 'image': 'ipfs://bafybeiarvbvjnwfl4vhbx27wq5muk6w5fagdfodtcryumyxqbj6xuxyh5e/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 1 – 2022'}]"
0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,2,"{'address': '0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b', 'names': {'ens': 'r33pich33p.eth'}}","[{'id': 'badges:109852193103182943963062260222017826334988019124695413322251185292083625518185', 'address': '0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:113764560661205777909398210569245291297128575019699190606222016392606427969800', 'address': '0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7,2,"{'address': '0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7', 'names': {'ens': 'summerte.eth'}}","[{'id': 'badges:35537960616846574767708768116026684199526355962447495351519082539636767094144', 'address': '0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:84868504940854947295351102425751741599915567609570875758081411609276756435552', 'address': '0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]"
0x44a60575bafadbf1471d628e7a8bdad64e2e7d5f,3,"{'address': '0x44a60575bafadbf1471d628e7a8bdad64e2e7d5f', 'names': {'ens': 'rororowyourboat.eth'}}","[{'id': 'badges:53921711670690799363901984509543939140476720742370518031416640105707660172372', 'address': '0x44a60575bafadbf1471d628e7a8bdad64e2e7d5f', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}, {'id': 'badges:73856718047492103899081988808011928472162593934011509810100021368665068128885', 'address': '0x44a60575bafadbf1471d628e7a8bdad64e2e7d5f', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:99199213510339514432939903199280913163141460772600999077609872567638535032088', 'address': '0x44a60575bafadbf1471d628e7a8bdad64e2e7d5f', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x4536bbf27aee5915821d790d72a96bf2cd58aaca,2,"{'address': '0x4536bbf27aee5915821d790d72a96bf2cd58aaca', 'names': {'ens': 'hangout2698.eth'}}","[{'id': 'badges:27328497385554004675082303551446358488297083966324989017541675453890717696841', 'address': '0x4536bbf27aee5915821d790d72a96bf2cd58aaca', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:83279678224895468086018761105358936671490271141125398293139235104726132573322', 'address': '0x4536bbf27aee5915821d790d72a96bf2cd58aaca', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]"
0x456348964c2db1edd67450b920c7e7ab01425c5f,3,"{'address': '0x456348964c2db1edd67450b920c7e7ab01425c5f', 'names': {'ens': 'ggg66.eth'}}","[{'id': 'badges:34522457676560927259235854492408039079381754700553349592438205151670707619583', 'address': '0x456348964c2db1edd67450b920c7e7ab01425c5f', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:46519239618558519354962101452237248943695425017067004562059734552153520599419', 'address': '0x456348964c2db1edd67450b920c7e7ab01425c5f', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:88835549812044319947902225862515718435210114621766936599265990863609535656631', 'address': '0x456348964c2db1edd67450b920c7e7ab01425c5f', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}]"
0x45a337477fe38793d90db641eecf8c5c624f062a,3,"{'address': '0x45a337477fe38793d90db641eecf8c5c624f062a', 'names': {'ens': ''}}","[{'id': 'badges:100258144573249999787822689947637863967031211234309682365975425407250845341547', 'address': '0x45a337477fe38793d90db641eecf8c5c624f062a', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}, {'id': 'badges:1939730207030372172515782000075621802283464443129975484809615709745301520567', 'address': '0x45a337477fe38793d90db641eecf8c5c624f062a', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:19475903261860744006897000143842500434888485157926307126637088030091647259446', 'address': '0x45a337477fe38793d90db641eecf8c5c624f062a', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x47f793e8af738f4b61d7e2d207c6d29c713d1a84,5,"{'address': '0x47f793e8af738f4b61d7e2d207c6d29c713d1a84', 'names': {'ens': ''}}","[{'id': 'badges:102258534097255269386719666943969037287871450463988696647612232243229344655488', 'address': '0x47f793e8af738f4b61d7e2d207c6d29c713d1a84', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}, {'id': 'badges:15269635250893407699470938381180442316127912819648063799215299591076151709234', 'address': '0x47f793e8af738f4b61d7e2d207c6d29c713d1a84', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:25270172510504574856434167785556750579626224395803155602792394915332461112610', 'address': '0x47f793e8af738f4b61d7e2d207c6d29c713d1a84', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x4a16fc2d0826b50bbba9f4a1729f2e56cfca509d,5,"{'address': '0x4a16fc2d0826b50bbba9f4a1729f2e56cfca509d', 'names': {'ens': ''}}","[{'id': 'badges:110608296303263615650682278232009809811209244242914322218821185487959709347312', 'address': '0x4a16fc2d0826b50bbba9f4a1729f2e56cfca509d', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}, {'id': 'badges:25817784424460870390815991714724719498513730549141464031961446907271198478091', 'address': '0x4a16fc2d0826b50bbba9f4a1729f2e56cfca509d', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:28195583232903298591789569835424599713966613322776683578462044669866921124974', 'address': '0x4a16fc2d0826b50bbba9f4a1729f2e56cfca509d', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]"
0x4aed006c0235312a56da3bce1dab9cae0f3f95a9,2,"{'address': '0x4aed006c0235312a56da3bce1dab9cae0f3f95a9', 'names': {'ens': 'impactbilli.eth'}}","[{'id': 'badges:10990955718721254976202449862682157310142308607308923994813179332542008921165', 'address': '0x4aed006c0235312a56da3bce1dab9cae0f3f95a9', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:114021475305543677261495337302045796122949568438610533484963644877323614019808', 'address': '0x4aed006c0235312a56da3bce1dab9cae0f3f95a9', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x4b8aa2db33df252cb0087de8d170d652e92eba02,5,"{'address': '0x4b8aa2db33df252cb0087de8d170d652e92eba02', 'names': {'ens': ''}}","[{'id': 'badges:101371785935782088915978652915647858177591630801431613006263536039900847373175', 'address': '0x4b8aa2db33df252cb0087de8d170d652e92eba02', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:101931199115914658899356128425689480326631904783588857210973403331194819340970', 'address': '0x4b8aa2db33df252cb0087de8d170d652e92eba02', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}, {'id': 'badges:112359930059982545788743654688872300043414420659429985785624271196854821950743', 'address': '0x4b8aa2db33df252cb0087de8d170d652e92eba02', 'specUrn': 'ipfs://bafyreiarf2pfqwfbb6gjimlbzd5loxvdygjai5hs3e3hi2aqrd5kiiu3ja/metadata.json', 'image': 'ipfs://bafybeiarvbvjnwfl4vhbx27wq5muk6w5fagdfodtcryumyxqbj6xuxyh5e/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 1 – 2022'}]"
0x4bce1d711ea4e033ad5e7d48d2f63fb24fe4b5e3,5,"{'address': '0x4bce1d711ea4e033ad5e7d48d2f63fb24fe4b5e3', 'names': {'ens': 'zegdathetkan.eth'}}","[{'id': 'badges:1353202349598691164571588842981411647315598727032427352104480157638759813026', 'address': '0x4bce1d711ea4e033ad5e7d48d2f63fb24fe4b5e3', 'specUrn': 'ipfs://bafyreiarf2pfqwfbb6gjimlbzd5loxvdygjai5hs3e3hi2aqrd5kiiu3ja/metadata.json', 'image': 'ipfs://bafybeiarvbvjnwfl4vhbx27wq5muk6w5fagdfodtcryumyxqbj6xuxyh5e/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 1 – 2022'}, {'id': 'badges:15958169647753803916012046407916859382225297962601331257432281954754108268462', 'address': '0x4bce1d711ea4e033ad5e7d48d2f63fb24fe4b5e3', 'specUrn': 'ipfs://bafyreifdy5xhctluuqkaucb4n223wxa2e7z2gyt642l2ndkjyxdyauebpq/metadata.json', 'image': 'ipfs://bafybeig4ln4ddlk6d4tgn6k734nhmnwc3zxsb37bfejd27m4bp3o4ytmgi/image', 'name': 'TE FUNDAMENTALS – MODULE 4 of 5 – VERSION 1 – 2022 '}, {'id': 'badges:18614199676369758895438942961197173688552793487828354641335856399763125402593', 'address': '0x4bce1d711ea4e033ad5e7d48d2f63fb24fe4b5e3', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]"
0x4c5b9006ac613ed4805f38b460c85484231f5ee4,5,"{'address': '0x4c5b9006ac613ed4805f38b460c85484231f5ee4', 'names': {'ens': ''}}","[{'id': 'badges:17353499306887306405120965421258080622105650720011067245480977567360918120701', 'address': '0x4c5b9006ac613ed4805f38b460c85484231f5ee4', 'specUrn': 'ipfs://bafyreifdy5xhctluuqkaucb4n223wxa2e7z2gyt642l2ndkjyxdyauebpq/metadata.json', 'image': 'ipfs://bafybeig4ln4ddlk6d4tgn6k734nhmnwc3zxsb37bfejd27m4bp3o4ytmgi/image', 'name': 'TE FUNDAMENTALS – MODULE 4 of 5 – VERSION 1 – 2022 '}, {'id': 'badges:18154207567190941350107357037623781171189772250977994563050857213355851734682', 'address': '0x4c5b9006ac613ed4805f38b460c85484231f5ee4', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:59206117486192700218000774802863899118412824976722853622964875147425208755115', 'address': '0x4c5b9006ac613ed4805f38b460c85484231f5ee4', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]"
0x4c804dad55f6c3b9c690ef18de77aa535f925aaf,1,"{'address': '0x4c804dad55f6c3b9c690ef18de77aa535f925aaf', 'names': {'ens': ''}}","[{'id': 'badges:92813586563341846594365514569736135161639047414725238068603499876323394661320', 'address': '0x4c804dad55f6c3b9c690ef18de77aa535f925aaf', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}]"
