id,totalBadgesInCommunityCount,account,badges,balance,address
0x078da083d361b52206b3882fb4bac67f865444ca,4,"{'address': '0x078da083d361b52206b3882fb4bac67f865444ca', 'names': {'ens': 'nilsotter.eth'}}","[{'id': 'badges:115426417579264827914710635137742420822756964586979069421636329734097398456441', 'address': '0x078da083d361b52206b3882fb4bac67f865444ca', 'specUrn': 'ipfs://bafyreigk4tprcxlma64rbhw4ohcxqqpjcqsa5ab2lt4jrvyxsld7paddwu/metadata.json', 'image': 'ipfs://bafybeiaql3qjx6d4gcpm4xwbmk2ytf6lcexhg22yugneyc5twvhmn2wd5u/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 2 – 2023'}, {'id': 'badges:60374158923473337686243760591096951891660237796874048038701805316881642433249', 'address': '0x078da083d361b52206b3882fb4bac67f865444ca', 'specUrn': 'ipfs://bafyreidzxtxvjtnzhljczhzxsoyznksdzgrrf3h6giiuc47ywn4kxpdfja/metadata.json', 'image': 'ipfs://bafybeid2menkdy6lom6losdt7s3u2t3snjikcd63rfcfze4kywhertumwi/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 2 – 2023'}, {'id': 'badges:79036114091736625641731693517010446678918130205643434043656928091141606965996', 'address': '0x078da083d361b52206b3882fb4bac67f865444ca', 'specUrn': 'ipfs://bafyreidewwaxhv4pcbyezlfuevluyjkky5xlqmxho77ibn4vzs5pxzmv5i/metadata.json', 'image': 'ipfs://bafybeib4ytnweuw5tepqtps7t5njpryod3lwdqgifqdcxb5bdgm7nkbuaq/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 2 – 2023'}]",4,0x078da083d361b52206b3882fb4bac67f865444ca
0x08b3effe36e957bd50d82b8deb2328d5e78b6b4c,1,"{'address': '0x08b3effe36e957bd50d82b8deb2328d5e78b6b4c', 'names': {'ens': ''}}","[{'id': 'badges:82251148093810681678222951147488622249205993842123584712466473524131595875571', 'address': '0x08b3effe36e957bd50d82b8deb2328d5e78b6b4c', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]",1,0x08b3effe36e957bd50d82b8deb2328d5e78b6b4c
0x08ed8c1236df25efd6a1819cb2ab36ddae4f46e5,1,"{'address': '0x08ed8c1236df25efd6a1819cb2ab36ddae4f46e5', 'names': {'ens': ''}}","[{'id': 'badges:96363125875646788530796720254977169272240844724641933232787646092121954915963', 'address': '0x08ed8c1236df25efd6a1819cb2ab36ddae4f46e5', 'specUrn': 'ipfs://bafyreic7vcyv73b4rdbiuzdh3msgizfl3svnnbsch2h6xhhxasewffkn2a/metadata.json', 'image': 'ipfs://bafybeihb7rhaqbkl4accy54jedgavrpnxnolelac62atpum6knwtpkmn6e/image', 'name': 'NFT-based Reputation in Web3 – V1 – 2023'}]",1,0x08ed8c1236df25efd6a1819cb2ab36ddae4f46e5
0x09e083c5653172131e1eef9a92e1eef64d86b154,3,"{'address': '0x09e083c5653172131e1eef9a92e1eef64d86b154', 'names': {'ens': ''}}","[{'id': 'badges:18591005112369248027243331370079715843450257743853309982924501152730875645385', 'address': '0x09e083c5653172131e1eef9a92e1eef64d86b154', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:2248467201355671712846999852870167844228429372236234038728002632788163509429', 'address': '0x09e083c5653172131e1eef9a92e1eef64d86b154', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:59568692021759957682826413016691479825883727734070405633336680163062481995111', 'address': '0x09e083c5653172131e1eef9a92e1eef64d86b154', 'specUrn': 'ipfs://bafyreiarf2pfqwfbb6gjimlbzd5loxvdygjai5hs3e3hi2aqrd5kiiu3ja/metadata.json', 'image': 'ipfs://bafybeiarvbvjnwfl4vhbx27wq5muk6w5fagdfodtcryumyxqbj6xuxyh5e/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 1 – 2022'}]",3,0x09e083c5653172131e1eef9a92e1eef64d86b154
0x0a23aaa56d700701b69580f574d35850a4127bd9,1,"{'address': '0x0a23aaa56d700701b69580f574d35850a4127bd9', 'names': {'ens': ''}}","[{'id': 'badges:33570129653695213058202756233663349206277831144931985451441426307446173565280', 'address': '0x0a23aaa56d700701b69580f574d35850a4127bd9', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}]",1,0x0a23aaa56d700701b69580f574d35850a4127bd9
0x0a412418c71c80a882ca276acdd85e8be791857d,3,"{'address': '0x0a412418c71c80a882ca276acdd85e8be791857d', 'names': {'ens': ''}}","[{'id': 'badges:23836863532899300985270549799528622840869619951968201956354178596965619672964', 'address': '0x0a412418c71c80a882ca276acdd85e8be791857d', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}, {'id': 'badges:27750817116733360701512650049196995017775508223787475159824871796407425141744', 'address': '0x0a412418c71c80a882ca276acdd85e8be791857d', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}, {'id': 'badges:28586590623299311623723763697465989337256348652963325600884381417489411232880', 'address': '0x0a412418c71c80a882ca276acdd85e8be791857d', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}]",3,0x0a412418c71c80a882ca276acdd85e8be791857d
0x0a448773a22fcf14d2c1ae8351b244c4b2f1cff5,1,"{'address': '0x0a448773a22fcf14d2c1ae8351b244c4b2f1cff5', 'names': {'ens': ''}}","[{'id': 'badges:90192364914809031852365134081160916489966073177621506838808602840055923474821', 'address': '0x0a448773a22fcf14d2c1ae8351b244c4b2f1cff5', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]",1,0x0a448773a22fcf14d2c1ae8351b244c4b2f1cff5
0x0afbea5597875c33047ab0004575f636e652c49e,2,"{'address': '0x0afbea5597875c33047ab0004575f636e652c49e', 'names': {'ens': ''}}","[{'id': 'badges:108059853199139670269382300376480001360862606529502883314731224091001359032813', 'address': '0x0afbea5597875c33047ab0004575f636e652c49e', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:45031583944886219340943278924387724175073723211860022791678194805795716111610', 'address': '0x0afbea5597875c33047ab0004575f636e652c49e', 'specUrn': 'ipfs://bafyreibypfci2nkeiodzi3q7znd4p3ola6qn5qkibsykeyvc523kliogki/metadata.json', 'image': 'ipfs://bafybeibuxta425io3bo66yeljqk4r2ueoh7uj7lqf35dgn5pplkwifbbci/image', 'name': 'TE FUNDAMENTALS – MODULE 3 of 5 – VERSION 1 – 2022'}]",2,0x0afbea5597875c33047ab0004575f636e652c49e
0x0b04f285b418ac07f12b7f60064d91d88f52c681,1,"{'address': '0x0b04f285b418ac07f12b7f60064d91d88f52c681', 'names': {'ens': ''}}","[{'id': 'badges:43236209399240794815729810488533084086070495496368525464916712692452040093302', 'address': '0x0b04f285b418ac07f12b7f60064d91d88f52c681', 'specUrn': 'ipfs://bafyreiarf2pfqwfbb6gjimlbzd5loxvdygjai5hs3e3hi2aqrd5kiiu3ja/metadata.json', 'image': 'ipfs://bafybeiarvbvjnwfl4vhbx27wq5muk6w5fagdfodtcryumyxqbj6xuxyh5e/image', 'name': 'TE FUNDAMENTALS – MODULE 5 of 5 – VERSION 1 – 2022'}]",1,0x0b04f285b418ac07f12b7f60064d91d88f52c681
0x0b96b6344b2a8d00b610992d0e6afb90c24bcfa3,5,"{'address': '0x0b96b6344b2a8d00b610992d0e6afb90c24bcfa3', 'names': {'ens': ''}}","[{'id': 'badges:104844316851282578203994145170986744284052059317862006421232476023051237779808', 'address': '0x0b96b6344b2a8d00b610992d0e6afb90c24bcfa3', 'specUrn': 'ipfs://bafyreieayklfii7mei3hj5hf5qcwo7cwhcwx23lkfylnqt4ec5eweban7e/metadata.json', 'image': 'ipfs://bafybeiflhcosze4yg4i6rqiocf3t3z2wniblixiorqhou4x5g5rhy2pjuu/image', 'name': 'TE FUNDAMENTALS – MODULE 2 of 5 – VERSION 1 – 2022'}, {'id': 'badges:22528419732160992673453437889277646200494417953114843672030359466683386263458', 'address': '0x0b96b6344b2a8d00b610992d0e6afb90c24bcfa3', 'specUrn': 'ipfs://bafyreifdy5xhctluuqkaucb4n223wxa2e7z2gyt642l2ndkjyxdyauebpq/metadata.json', 'image': 'ipfs://bafybeig4ln4ddlk6d4tgn6k734nhmnwc3zxsb37bfejd27m4bp3o4ytmgi/image', 'name': 'TE FUNDAMENTALS – MODULE 4 of 5 – VERSION 1 – 2022 '}, {'id': 'badges:59121643244287420708449593629169483640869103423768997949799473536926556458019', 'address': '0x0b96b6344b2a8d00b610992d0e6afb90c24bcfa3', 'specUrn': 'ipfs://bafyreih6m5sat35yoq3ezk6pppxhpdkm3dafk7dr4nmzptnxoaz4tqkcnu/metadata.json', 'image': 'ipfs://bafybeieiee22ja7zmof7gcfwg3i7dywfkist37bpkpka4ysrzgamhzqmba/image', 'name': 'TE FUNDAMENTALS – MODULE 1 of 5 – VERSION 1 – 2022'}]",5,0x0b96b6344b2a8d00b610992d0e6afb90c24bcfa3
