rank_number,address,balance,perc,cumulative_perc
161,0x9e476f951dc5af8e4f7fd02c78f0cd765a25c8c0,925.5848169604584,0.0005545490394291,0.9616285862889762
162,0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,916.2132741823456,0.000548934232498,0.9621775205214744
163,0x1dc96f305645b5ac12dda5151eb6704677c7db12,899.0,0.0005386211801571,0.9627161417016316
164,0x0363f3c31076a64b85ceb69a28f958a7c1181cee,882.5,0.0005287354744034,0.963244877176035
165,0xed8db37778804a913670d9367aaf4f043aad938b,879.2033494901436,0.000526760340045,0.96377163751608
166,0x47a5ba5be900fc22ad31bec4c1ff54df8e67cd70,868.9849860489753,0.0005206381743321,0.9642922756904122
167,0x14d92832265eeafdef9e526356fefc90105966c3,832.9591914857209,0.0004990539073868,0.9647913295977992
168,0xe50ceff4ecde1a76afc5153a99e5c7f84d1d25c8,808.3884011542686,0.0004843327193048,0.965275662317104
169,0xa4d506434445bb7303ea34a07bc38484cdc64a95,800.0,0.0004793069456348,0.965754969262739
170,0xf32b6e90a3ff5bee0dad681bd488cf9a023d090d,797.9761679264468,0.0004780943996728,0.9662330636624118
171,0xc68e8827fc1dd3b2bc94ca8b0228268f16dd6cf6,790.9673250069109,0.0004738951658075,0.9667069588282192
172,0x9f6b969ee3f9c2b0a528b3029049e34bbd4bdb49,785.3069275886636,0.0004705038310605,0.9671774626592798
173,0xf2283b9c60bdbaf9b0c41b2f52907af7362a3302,762.2766798172754,0.0004567056339148,0.9676341682931948
174,0xd06a907b7baaef9958fedc765f2c1d66c7cb4212,717.9825810388261,0.0004301675474209,0.9680643358406156
175,0xb00784c401d42f03ccbe1e85b9f2a4ae056c7251,717.76,0.0004300341916236,0.9684943700322391
176,0x88b353202e61fffef56bbfbc2748839e7c707e9f,702.2827661623534,0.0004207612595266,0.968915131291766
177,0x29a31e68a5c3b052ac04a663f1e60a2cf184ff53,700.0,0.0004193935774305,0.9693345248691964
178,0x63a32f1595a68e811496d820680b74a5cca303c5,698.3704707707338,0.0004184172715833,0.9697529421407798
179,0x79de94216395eafe072b8b50216b5648edb3f609,697.124896262426,0.0004176710059419,0.9701706131467216
180,0x7710e7e881333fd3396ca5966bed6e72746b612d,694.0504094416951,0.0004158289773326,0.9705864421240544
181,0xc7b2f15b62f186dcc69f35cd9ae833f6de6146ab,692.8926614467612,0.0004151353315135,0.971001577455568
182,0x4194ce73ac3fbbece8ffa878c2b5a8c90333e724,684.3300281947943,0.0004100051695253,0.9714115826250932
183,0x8a79889c80e0e0ae07151acdc4537ffbace553f1,683.1733918085267,0.0004093121897084,0.9718208948148016
184,0xd70a0999e4afcd794ae01dd7194f34d60e5e21f4,668.7871032188704,0.0004006928796547,0.9722215876944564
185,0x8b580433568e521ad351b92b98150c0c65ce69b7,668.7869965195816,0.0004006928157276,0.9726222805101842
186,0x177a68f3c836a2a37a3c594cd16004d7b9589476,651.8680029098537,0.0003905560767897,0.973012836586974
187,0xfb074aba249f6a75eda10996c3efa6d66465b8b3,648.4165423348426,0.000388488190507,0.9734013247774812
188,0xdcdf8164aaf9345e48e747e95b07d2782d09cb40,642.72,0.000385075200123,0.9737863999776042
189,0x80fe61720fe2bb8b54b028f037189de0b13aa50b,632.977600619008,0.0003792382005099,0.9741656381781142
190,0x489add7680605f6fc4806595cd75e65d7f1675eb,632.3172819940535,0.0003788425813808,0.9745444807594952
191,0x9de0c4bcc1fb8faab56aa04c2e18fb3d8b694bbb,631.0605591717026,0.000378089636409,0.974922570395904
192,0x63960487872023231e4c3fbde536c34e2c93de55,620.300489763406,0.0003716429164053,0.9752942133123096
193,0xfe6b3daf5db93c8203316956844b3ae23521a722,615.8891556270057,0.0003689999375415,0.9756632132498512
194,0xe23e317463fac259700d95572ee3417ccbb3cb8c,615.8257283326823,0.0003689619361131,0.9760321751859642
195,0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,614.0937779835028,0.0003679242663233,0.9764000994522876
196,0x1375847014ba64517210cbfe185808232cf45d4a,601.5084105842523,0.0003603839488135,0.976760483401101
197,0x56e9cbe44e612aad90737fcd911c4756423c533a,597.6312663171342,0.0003580610210929,0.977118544422194
