address,balance,tec_tokens_flag
0x7b5635e98844f6f47619a5582fa3531a0d263c38,50,1
0xa4c1bc63983bcdaf93659b1aa66bbcb8c1a65544,47.56162484998822,1
0x58c67b6fc7b96f7f83e023e2beb7f641febc6270,45.36825600226609,1
0x4b7c0da1c299ce824f55a0190efb13663442fa2c,45.13264294768134,1
0xa26d6aeb775a9528c012b748ace66e3b0fd574ce,41.56139180753106,1
0x3e64874d23fe0ba34ad023bc2478bb9da07f460c,40.3385768502346,1
0xa7c2981dad6496882f51f338fb811783c477e605,38.238195531893865,1
0x1745a4549c94cedd7501721d6fd105639541097a,37.36374879,1
0x7688660055967db4d0b68d4e0cc3a43b2a5f044b,37.36374879,1
0x7735f817ac266ec4385e3c38df96082dd632895b,32.88986885339833,1
0xf1458cd0973528b4b4d7331c163fb52cdb11028c,32.78528617226192,1
0x4246c2afb5b4061cc5392f77541ecda853b0b10f,32.54644367170936,1
0x3e0cf03f718520f30300266dcf4db50ba12d3331,31.53428943087488,1
0xfe99402763531258875949d449db20157b77ec5c,30.243393939999997,1
0xa3fcc4d905f381c5e9392207bf7918ef01b1ba44,29.96874127493234,1
0xf48d4780a886900c263e72d475b1d8b0c7e5a987,27.704062461615617,1
0x88f5b00db5b39070a3a80ffada765b9cf8c2584b,27.04680485665574,1
0xd2fa59811af055e0e94d570ea7f9800c0e5c0428,26.06526338352441,1
0x721ba19c32051fd8e851a74958c52936516c7fdc,26.018996750000007,1
0x42fc62b9e79209b74ef9ee746498242a572e174d,25.361441954968097,1
0xea5f027482561b25ca3e5a5498cbd1e979932774,25.113897852773473,1
0x83ac2bb284930f4a9acfffb7cfb0dc0c92b5ab97,23.297934074756952,1
0x91bfd8a63e1ae35aaaf44420a169f46dce74d138,22.711283585714554,1
0x4fb0d2f859925710650d7ffc06c4d6bac2a76b6e,21.273084678815536,1
0x16204069922fc4242fbbc5c664970c9601015865,20.31954522660177,1
0x128b7e7f0bfa7cda46bb4728a0da88dbaa095026,19.839891440684273,1
0x7ace0b7a0cfb2980aa25310af5c2602144d58db2,19.123932617395972,1
0x9d123aa9846fc9404dc7d6bd48f16ac769d64f3a,18.68187444546349,1
0x82bac30ece2279650724b6b69ccb10cd0865dd70,18.655672737957005,1
0xf8a798764a7c12e031b05c0f4acde7a950ef71a0,17.21203907177773,1
0x6c3850f04b48817557afab3c79015c3e86d6d0e5,17.001165520937523,1
0x3fad8bcd2aea732d02a203c156b19205253f2a06,15.053302233021926,1
0x0dfb07cf6d50cb92bd3bdefffded691189b9344c,14.483427461750598,1
0xe77e4c796faedee124a490a2f02ab17be383fbed,14.070589662606967,1
0xec3de6e05f3c5a0b8304488be1f114ed0104e10d,13.907207500000002,1
0xfc58f4dec2dfbb61f633ae4b7676028a626b443c,13.881595895704413,1
0x792f7327beeecb1638fcdb97d57ed710829465e2,13.691733252800258,1
0xb0ccf43ada6cbaa26dcf4907117b496d49f74242,13.326271237265875,1
0x491ffc953e1ab2751817ff90a5f32694a4841474,12.8130899884933,1
0x136d54e730ad568cf49f8d7b8d36e1b079f37e1e,12.703766450815811,1
0x2f9e113434aebdd70bb99cb6505e1f726c578d6d,12.503658075404944,1
0x2c9200b41d2af97868f6e458400640969f324afe,12.030716442943824,1
0x423d60df46d885ffcea367a4efd776ef3cd53032,10.873916784968456,1
0xc70c7f140d095381bfe45c9de8f16f7548547832,10.674363904869086,1
0xae7f11378daba3757e9d7691be04285938be35b5,10.30947157923806,1
0x96bdad64f1436005ad9ca93ea5a157949b5c5bec,10.223873271521047,1
0x5ce077c8615e75c3abb64ab2b6561cf5324bc2a9,10.179836990183238,1
