id,projectId,applicationId,voter,grantAddress,amount,amountUSD,coefficient,rawScore,balance_tec,tec_tokens_flag,balance_tea,tea_flag
0xacdddc5c,0xe8249a10,14,0xc46c67bb,0x9b55D80A,4000000000000000.0,7.4458385,1.5,50.98,15565.761361488372,1.0,0.0,0.0
0x470855d3,0x64a30a4b,19,0xc46c67bb,0xA26d6AEB,4000000000000000.0,7.4458385,1.5,50.98,15565.761361488372,1.0,0.0,0.0
0xc3497d3c,0xec026845,16,0xcf79c7ea,0x45b79C6b,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x6b363075,0x97589cd1,7,0xcf79c7ea,0x0035cC37,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x50da3b34,0xe6424ab2,22,0xcf79c7ea,0x8110d1D0,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0xb41fb43c,0xe8249a10,14,0xcf79c7ea,0x9b55D80A,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x1aacb217,0x5351510d,2,0xcf79c7ea,0x9bcF35BD,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x88654a26,0xa9bdf738,29,0xcf79c7ea,0x5041A1C1,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x6abcf7c2,0x8d6f0c7b,3,0xcf79c7ea,0x808DB7C1,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x0e472fdb,0x23387567,9,0xcf79c7ea,0xbbD107D7,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0xb9f5df8b,0xdd9b885d,13,0xcf79c7ea,0x75D923fB,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0xc8125d99,0x72b0d6a6,17,0xcf79c7ea,0x7e1F8358,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0xae705142,0x64a30a4b,19,0xcf79c7ea,0xA26d6AEB,1e+19,10.0011329,1.5,28.46,14385.066301293544,1.0,0.0,0.0
0x4c8b5885,0xe6424ab2,22,0x4194ce73,0x8110d1D0,5e+18,5.00292755,1.5,26.99,684.3300281947943,1.0,0.0,0.0
0x9a0e5796,0xe8249a10,14,0x4194ce73,0x9b55D80A,5e+18,5.00292755,1.5,26.99,684.3300281947943,1.0,0.0,0.0
0xbe059263,0x10b3f00e,28,0xf8d1d349,0x69e001B7,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0xc9402817,0x8d6f0c7b,3,0xf8d1d349,0x808DB7C1,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0xd9a49e82,0xe8249a10,14,0xf8d1d349,0x9b55D80A,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0x059e0d82,0xe6424ab2,22,0xf8d1d349,0x8110d1D0,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0x74c6ab35,0x64a30a4b,19,0xf8d1d349,0xA26d6AEB,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0x3ee31805,0x97589cd1,7,0xf8d1d349,0x0035cC37,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0x16e3593a,0xa9bdf738,29,0xf8d1d349,0x5041A1C1,6e+18,5.9988558,1.5,55.06,18635.44957464449,1.0,0.0,0.0
0x21c7bd88,0xf1f4942d,24,0x4f8c531d,0x4f8c531d,5e+19,49.955538,1.0,50.45,0.0,0.0,0.0,0.0
0x5960ca51,0xa9bdf738,29,0x2dd2036c,0x5041A1C1,8e+18,7.99288608,1.0,37.23,0.0,0.0,0.0,0.0
0x0e0d4ba4,0xe8249a10,14,0x2dd2036c,0x9b55D80A,8e+18,7.99288608,1.0,37.23,0.0,0.0,0.0,0.0
0x891e9e42,0xe6424ab2,22,0x2dd2036c,0x8110d1D0,8e+18,7.99288608,1.0,37.23,0.0,0.0,0.0,0.0
0xb3303410,0x72b0d6a6,17,0x2dd2036c,0x7e1F8358,3e+18,2.99733228,1.0,37.23,0.0,0.0,0.0,0.0
0x63cb2b8e,0xec026845,16,0x2dd2036c,0x45b79C6b,3e+18,2.99733228,1.0,37.23,0.0,0.0,0.0,0.0
0xee73d492,0xe8249a10,14,0x9885a849,0x9b55D80A,3e+18,3.00019623,1.5,52.99,1210.9159861779967,1.0,0.0,0.0
0xd6961c2e,0xe6424ab2,22,0x9885a849,0x8110d1D0,3e+18,3.00019623,1.5,52.99,1210.9159861779967,1.0,0.0,0.0
0x262142d2,0x8d6f0c7b,3,0x9885a849,0x808DB7C1,3e+18,3.00019623,1.5,52.99,1210.9159861779967,1.0,0.0,0.0
0x0298bcbe,0xa9bdf738,29,0x9885a849,0x5041A1C1,3e+18,3.00019623,1.5,52.99,1210.9159861779967,1.0,0.0,0.0
0xf2a971bb,0x97589cd1,7,0x9885a849,0x0035cC37,3e+18,3.00019623,1.5,52.99,1210.9159861779967,1.0,0.0,0.0
0x37d61712,0x4cd41869,25,0xc6122110,0xBEC643BD,2e+19,20.0013082,1.0,23.67,0.0,0.0,0.0,0.0
0xa55c6fed,0xe6424ab2,22,0x9f55abf3,0x8110d1D0,806000000000000.0,1.49944528,1.5,30.13,149.74461286482864,1.0,0.0,0.0
0xe0b2c008,0x23387567,9,0x9f55abf3,0xbbD107D7,806000000000000.0,1.49944528,1.5,30.13,149.74461286482864,1.0,0.0,0.0
0xc5bb1d6e,0xe8249a10,14,0x4318cc44,0x9b55D80A,6600000000000000.0,12.34688337,1.5,46.4,60.87250794532516,1.0,2.0,1.0
0x303587af,0x8d6f0c7b,3,0x4318cc44,0x808DB7C1,6600000000000000.0,12.34688337,1.5,46.4,60.87250794532516,1.0,2.0,1.0
0x98f8bb53,0x72b0d6a6,17,0x4318cc44,0x7e1F8358,6600000000000000.0,12.34688337,1.5,46.4,60.87250794532516,1.0,2.0,1.0
0x015f135f,0x10b3f00e,28,0x4318cc44,0x69e001B7,6600000000000000.0,12.34688337,1.5,46.4,60.87250794532516,1.0,2.0,1.0
0xac67d9ac,0x23387567,9,0x66df5a77,0xbbD107D7,1e+16,18.70739905,1.5,22.42,3821.6423620183855,1.0,0.0,0.0
0xe52a3761,0xec026845,16,0x66df5a77,0x45b79C6b,1e+16,18.70739905,1.5,22.42,3821.6423620183855,1.0,0.0,0.0
0x966844e0,0xa9bdf738,29,0x66df5a77,0x5041A1C1,1e+16,18.70739905,1.5,22.42,3821.6423620183855,1.0,0.0,0.0
0x61133c1d,0xdd9b885d,13,0x66df5a77,0x75D923fB,1e+16,18.70739905,1.5,22.42,3821.6423620183855,1.0,0.0,0.0
0xcfec34c9,0x64a30a4b,19,0x6b5918d8,0xA26d6AEB,5000000000000000.0,9.35369952,1.0,19.28,0.0,0.0,0.0,0.0
0xf624bbb5,0x64a30a4b,19,0xf754ebcf,0xA26d6AEB,5000000000000000.0,9.27532079,1.0,16.99,0.0,0.0,0.0,0.0
0x24388f7b,0x8d6f0c7b,3,0xcb1b704c,0x808DB7C1,600000000000000.0,1.11549067,1.0,30.83,0.0,0.0,0.0,0.0
0x8918c955,0xe6424ab2,22,0xcb1b704c,0x8110d1D0,600000000000000.0,1.11549067,1.0,30.83,0.0,0.0,0.0,0.0
0xaa3e14c9,0xe8249a10,14,0x0f465406,0x9b55D80A,1.5e+16,27.88726686,1.5,38.57,1526.260043239338,1.0,0.0,0.0
0x63f05516,0x4cd41869,25,0x114b242d,0xBEC643BD,3.1e+16,57.15940139,1.0,41.08,0.0,0.0,0.0,0.0
0x755577ca,0x64a30a4b,19,0x5658f4b3,0xA26d6AEB,1.34e+16,24.67555543,1.5,15.63,0.0,0.0,2.0,1.0
0xfad3c681,0x8d6f0c7b,3,0x3e7f0545,0x808DB7C1,3e+16,55.36773843,1.5,30.03,580.558939790939,1.0,0.0,0.0
0xef2a821d,0x4cd41869,25,0xae45a838,0xBEC643BD,1100000000000000.0,2.0301504,1.0,22.0,0.0,0.0,0.0,0.0
0xf428953b,0xec026845,16,0xb27daba2,0x45b79C6b,1.5e+16,27.73932944,1.0,21.37,0.0,0.0,0.0,0.0
0x307881de,0xe6424ab2,22,0x12137de8,0x8110d1D0,1e+16,18.49551775,1.0,24.81,0.0,0.0,0.0,0.0
0xffcc3841,0x23387567,9,0x12137de8,0xbbD107D7,5000000000000000.0,9.24775887,1.0,24.81,0.0,0.0,0.0,0.0
0xa57771b2,0xf1f4942d,24,0x12137de8,0x4f8c531d,5000000000000000.0,9.24775887,1.0,24.81,0.0,0.0,0.0,0.0
0x28ccd407,0x4cd41869,25,0x94e9b636,0xBEC643BD,3.24e+16,59.76990061,1.0,18.77,0.0,0.0,0.0,0.0
0x6923026a,0x4cd41869,25,0xe38964e8,0xBEC643BD,3.1e+16,57.18725058,1.0,19.28,0.0,0.0,0.0,0.0
0xf4f03798,0x8d6f0c7b,3,0xe308ee20,0x808DB7C1,820000000000000.0,1.51269501,1.0,39.4,0.0,0.0,0.0,0.0
0x06ac297a,0xe6424ab2,22,0xe308ee20,0x8110d1D0,820000000000000.0,1.51269501,1.0,39.4,0.0,0.0,0.0,0.0
0x0f752bee,0xe6424ab2,22,0x04e8e5aa,0x8110d1D0,1.5e+16,27.55380283,1.0,16.16,0.0,0.0,0.0,0.0
0x72f9720c,0x4cd41869,25,0x04e8e5aa,0xBEC643BD,1.5e+16,27.55380283,1.0,16.16,0.0,0.0,0.0,0.0
0x711dd49e,0x8d6f0c7b,3,0x04e8e5aa,0x808DB7C1,1.5e+16,27.55380283,1.0,16.16,0.0,0.0,0.0,0.0
0x2e14e84d,0xa9bdf738,29,0xcee0b5f0,0x5041A1C1,200000000000000.0,0.36889034,1.0,19.29,0.0,0.0,0.0,0.0
0x1c2c4893,0xcf3165f4,10,0xcee0b5f0,0x7f3eb18E,200000000000000.0,0.36889034,1.0,19.29,0.0,0.0,0.0,0.0
0xefdbd106,0x64a30a4b,19,0xcee0b5f0,0xA26d6AEB,200000000000000.0,0.36889034,1.0,19.29,0.0,0.0,0.0,0.0
0x4bc76015,0x8d6f0c7b,3,0xcee0b5f0,0x808DB7C1,200000000000000.0,0.36889034,1.0,19.29,0.0,0.0,0.0,0.0
0x420d5ff3,0x4cd41869,25,0xcee0b5f0,0xBEC643BD,200000000000000.0,0.36889034,1.0,19.29,0.0,0.0,0.0,0.0
0x1f8ac179,0xf1f4942d,24,0xcee0b5f0,0x4f8c531d,200000000000000.0,0.36889034,1.0,19.29,0.0,0.0,0.0,0.0
0x5fbd95e6,0x4cd41869,25,0x89f04f5c,0xBEC643BD,5e+16,92.22258661,1.0,26.17,0.0,0.0,0.0,0.0
0xb5ddac72,0xec026845,16,0x751747b1,0x45b79C6b,1000000000000000.0,1.8478033,1.0,38.89,0.0,0.0,0.0,0.0
0xbe5cb7c6,0x4cd41869,25,0x70469299,0xBEC643BD,7000000000000000.0,12.93462312,1.0,15.74,0.0,0.0,0.0,0.0
0xfd006cb0,0x4cd41869,25,0xab612504,0xBEC643BD,2.7e+16,49.89068918,1.0,17.51,0.0,0.0,0.0,0.0
0x26e1e300,0x97589cd1,7,0x4405f427,0x0035cC37,1000000000000000.0,1.8478033,1.0,29.74,0.0,0.0,0.0,0.0
0xa21ca1aa,0xec026845,16,0xcdfbbe10,0x45b79C6b,1000000000000000.0,1.84379262,1.0,21.07,0.0,0.0,0.0,0.0
0x634b5156,0xf1f4942d,24,0xcdfbbe10,0x4f8c531d,1000000000000000.0,1.84379262,1.0,21.07,0.0,0.0,0.0,0.0
0x4efa29aa,0xcf3165f4,10,0x410d86e3,0x7f3eb18E,1000000000000000.0,1.84379262,1.0,18.04,0.0,0.0,0.0,0.0
